case_id,case_title,case_text,case_outcome
Case1848,Pearson v Naydler (1977) 1 WLR 899,"However, the courts have traditionally adopted different approaches to individual applicants and corporate applicants. The approach was summarised by Megarry VC in Pearson v Naydler (1977) 1 WLR 899 at 904 as follows: 'In relation to security for costs, there seems to me to be an essential distinction between natural persons and limited companies as plaintiffs. For a natural person, the basic rule is that he will not be ordered to give security for costs, however poor he is... In the case of a limited company, there is no basic rule conferring immunity from any liability to give security for costs. The basic rule is the opposite...'",cited
Case1875,Empire (Aust) Nominees Pty Ltd (in liq) v Vince (2000) 35 ACSR 167,"has been a difference of judicial opinion as to whether it is appropriate to extend time in a case such as the present. Orders extending time were made by Warren J (as the Chief Justice then was) in Empire (Aust) Nominees Pty Ltd (in liq) v Vince (2000) 35 ACSR 167 (see [15]-[16]) and by Gordon J in Stewart, in the matter of Newtronics Pty Ltd [2007] FCA 1375 (see [30]). However, in Re Read and Another [2007] FCA 1985 ; (2007) 164 FCR 237 ( Read ), French J (as the Chief Justice then was) expressed disagreement with the approach taken in those two cases. His Honour was of the opinion (at [32]-[39]) that s 1322(4)(d) of the Act could not be relied upon to extend time under s 477(2B). French J's reason was that s 477(2B) did not specify a ""period for"" the making of an application for approval under s 477(2B).",referred to
Case1881,Australian Woollen Mills Ltd v FS Walton &amp; Co Ltd [1937] HCA 51 ; (1937) 58 CLR 641,"Although Exactech was fully aware no later than 3 August 2004 that Global's knee was known as an RBK, Global does not contend that Exactech adopted the RBK acronym for the purpose of appropriating to itself any part of Global's trade or reputation; cf Australian Woollen Mills Limited v FS Walton &amp; Co Limited [1937] HCA 51 ; (1937) 58 CLR 641 at 657. 110 The date for determining whether Global has established a reputation in the name RBK is November 2005 when the first Optetrak RBK was implanted in Queensland. 111 By that date Global had taken steps to market its product to a substantial portion of the target market of about 680 surgeons in Australia. Nevertheless, the evidence of Global's reputation in the name RBK was quite scant. It consisted of seven sources.",considered
Case1882,British Sugar PLC v James Robertson &amp; Sons Ltd [1996] RPC 281,It follows that I would need to be satisfied to a reasonably high standard that the acronym has acquired a secondary meaning amongst orthopaedic surgeons who carry out total knee replacements; Guide Dogs Owners' &amp; Friends' Association Inc v Guide Dog Association of NSW and ACT (1998) 42 IPR 481 at 502. The acronym would need to be close to a household word for the product amongst those surgeons; British Sugar PLC v James Robertson &amp; Sons Limited [1996] RPC 281 at 306. 137 I have already found that the evidence does not satisfy me that the RBK acronym has become so closely associated with Global's RBK as to be distinctive of that prosthesis. The same finding disposes of the claim that RBK has acquired a secondary meaning. 138 Global's submission that no other prosthetic knee was referred to in Australia by the name RBK does not advance its case. Nor does the dearth of references to that acronym in the literature or on the worldwide web.,followed
Case1887,Hornsby Building Information Centre Pty Ltd v Sydney Building Information Centre Ltd [1978] HCA 11 ; (1978) 140 CLR 216,"It is well established that, ordinarily, the use of a descriptive trade name ensures that it is not distinctive of a business and that its application to other like businesses will not ordinarily mislead the public; Hornsby Building Information Centre Pty Limited v Sydney Building Information Centre Limited [1978] HCA 11 ; (1978) 140 CLR 216 at 229. 9 In Equity Access , Hill J said at 448 that the distinction between descriptive and fancy names is not black and white; rather, there is a continuum. Thus, if the name RBK is closer along the continuum toward descriptive names, the heavier the onus will be upon Global to establish a secondary meaning. Also, small differences in other names will usually be adequate to avoid confusion; Hornsby Building at 229; Equity Access at 448.",followed
Case1889,Medical Benefits Fund of Australia Ltd v Cassidy [2003] FCAFC 289 ; (2004) 205 ALR 402,"Global submitted that whether a representation is misleading or deceptive (or likely to be so) depends on the circumstances in which it is made, not on what might happen at a future point of time; Medical Benefits Fund of Australia Limited v Cassidy [2003] FCAFC 289 ; (2004) 205 ALR 402 at [43] . 158 I do not consider those observations to be in point. The procedures to which I have referred in the hospital ordering and implanting process are concerned with the detection of errors rather than the correction of misleading or deceptive conduct.",followed
Case1899,Wallace v CA Roofing Services Ltd [1996] IRLR 435,"In Wallace v CA Roofing Services Ltd [1996] IRLR 435, Sedley J said (at 436): 'Since the enactment of the Apprenctices Act 1814 it has not been necessary for an apprenticeship to be created by indenture or to last for seven years or more. Although enforceability depends on the contract being in writing ( Kirkby v Taylor [1910] 1 KB 529) an employer who has acted upon an oral contract of apprenticeship will be held to it as if it were in writing ( McDonald v John Twiname Ltd [1953] 2 QB 304). Although modern legislation has for its own purposes assimilated apprenticeships to contracts of employment (see the Employment Protection (Consolidation) Act 1978 s 158(1) and, for example, s 49, which affects minimum periods of notice), the contract of apprenticeship remains a distinct entity known to the common law. Its first purpose is training; the execution of work for the employer is secondary (see Wiltshire Police Authority v Wynn [1981] 1 QB 95 at 109, 110 and 113-114).'",considered
Case1903,Australian Coastal Shipping Commission v Curtis Cruising Pty Limited (1989) 17 NSWLR 734,"The failure to make an order identifying a separate issue and proceeding upon determination of the informal issue amounted to a formal defect or irregularity which, in my opinion, caused no prejudice in the conduct of the proceedings which were heard by the trial judge on 6 April and decided on 16 May 2005: cp: Australian Security and Commission v Ampolex Limited (1995) 38 NSWLR 504 at 511C-D per Kirby P; Australian Coastal Shipping Commission v Curtis Cruising Pty Limited (1989) 17 NSWLR 734 at 753; applying Harkness v Bell's Asbestos and Engineering Ltd [1967] 2 QB 729 at 735-736. As Lord Denning MR said in the last case: 'Every omission or mistake in practice or procedure is henceforward to be regarded as an irregularity which the court can and should rectify so long as it can do so without injustice' ([1967] 2 QB at 735-736)",referred to
Case1906,CSR Ltd v Della Maddalena [2006] HCA 1 ; (2006) 224 ALR 1,"Effectively the appellant argues that because her oral and affidavit evidence at the hearing was not found to have been what was the correct version of events, that his Honour's decision should be overturned. It was for his Honour to form a view as to which witnesses' evidence, whether in whole or in part, he accepted, having seen or heard them. His Honour gave reasons for preferring Mr Xiao's evidence to that of the appellant and I can discern no error in those reasons, nor has the appellant demonstrated any such error. I see no reason for disturbing his Honour's conclusion on credibility and reliability of the witnesses based on my review in exercising the appellate jurisdiction of the court of the record of the trial ( Fox v Percy [2003] HCA 22 ; (2003) 214 CLR 118 at 125-129 [22] - [31] ; CSR Ltd v Della Maddalena [2006] HCA 1 ; (2006) 224 ALR 1 at 6-9 [13] - [24] per Kirby J, Gleeson CJ agreeing at 3 [1]).",referred to
Case1909,Gillette Australia Pty Ltd v Energiser Australia Pty Ltd (2002) 193 ALR 629,"This case is not like the circumstances in Gillette Australia Pty Ltd v Energiser Australia Pty Ltd (2002) 193 ALR 629; [2002] FCAFC 223 where the trial judge had erroneously included in his judgment, as having been read and being credible, material from affidavits which, in fact, had never been read in the proceedings. However, as Merkel J, (with whom Heerey J at 193 ALR 635 [29] and Lindgren J at 193 ALR at 636 [32] agreed) said that (193 ALR at 652 [78]: 'While not every breach of the rules of natural justice invalidates the decision made, once the breach is proved the court should refuse relief only when it is confident that the breach could not have affected the outcome.'",discussed
Case1910,Galea v Galea (1990) 19 NSWLR 263,I am of opinion that a fair-minded person could reasonably have apprehended that his Honour was seeking to assist the respondents' cases by introducing the evidence. Excessive judicial intervention in proceedings sometimes raises issues of fact and degree as to how far a judge is or is not entitled to go. Thus Wood CJ at CL noted that the line that a trial judge walks when asking questions of a witness is a narrow one ( R v Esposito (1998) 45 NSWLR 442 at 472B-C; see too Galea v Galea (1990) 19 NSWLR 263 esp at 280-282 per Kirby ACJ). But the issue here really is whether a fair-minded person could reasonably have apprehended that his Honour's introduction and use of Ms Frank's evidence indicated that he was not being impartial.,referred to
